,title,point,link,Show,date,genre,streaming_site,summary
437,Crimson Peak,"61,400",https://flixpatrol.com//title/crimson-peak/,Movie,10/16/2015,Horror,"['hbo', 'itunes', 'netflix']","Legendary Pictures' Crimson Peak, a co-production with Universal Pictures, is a haunting gothic horror story directed by the master of dark fairy tales, Guillermo del Toro (Pan's Labyrinth, Hellboy series, Pacific Rim), written by del Toro & Matthew Robbins and starring Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam and Jim Beaver. In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds... and remembers."
438,Life Is Beautiful,"59,900",https://flixpatrol.com//title/life-is-beautiful/,Movie,12/20/1997,Drama,"['disney', 'itunes']",A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.
439,JFK,"55,300",https://flixpatrol.com//title/jfk/,Movie,12/20/1991,Drama,['itunes'],A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.
440,Gentleman Jack,"54,800",https://flixpatrol.com//title/gentleman-jack/,TV Show,04/22/2019,HBO,[],"Set in 1832 West Yorkshire, England and inspired by the true-story and coded journals of Anne Lister, this series follows her attempt to revitalize her inherited home, Shibdhen Hall. Most notably for the time period, a part of Lister’s plan is to help the fate of her own family by taking a wife."
441,The Borgias,"52,100",https://flixpatrol.com//title/the-borgias/,TV Show,04/03/2011,History,[],"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family."
442,Justified,"50,800",https://flixpatrol.com//title/justified/,TV Show,03/16/2010,Crime,['itunes'],"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father."
443,The Missing,"50,200",https://flixpatrol.com//title/the-missing-2014/,TV Show,10/28/2014,Mystery,['hbo'],"A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames."
444,If I Stay,"50,200",https://flixpatrol.com//title/if-i-stay/,Movie,08/22/2014,Drama,['itunes'],"Based on Gayle Formans novel of the same name. \If I Stay\ is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon."
445,The First Wives Club,"48,300",https://flixpatrol.com//title/the-first-wives-club/,Movie,09/20/1996,Comedy,"['google', 'hbo', 'itunes', 'netflix']","After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!"
446,August: Osage County,"47,900",https://flixpatrol.com//title/august-osage-county/,Movie,09/09/2013,09/09/2013,['itunes'],"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them."
447,The English Patient,"40,000",https://flixpatrol.com//title/the-english-patient/,Movie,11/14/1996,Romance,"['hbo', 'itunes']",The filmed version of the novel by Michael Ondaatje of the same name. This film tells of love stories during the turbulent times of World War 2. Director Anthony Minghella films the biography of Ladislaus Almasy.
448,Wolf Hall,"38,700",https://flixpatrol.com//title/wolf-hall/,TV Show,01/21/2015,History,['itunes'],"Following the fact-based historical book of the same name, this drama follows the rise of Cromwell as he becomes Henry the VIII's closest advisor.   England in the 1520s is a heartbeat from disaster. If the King dies without a male heir, the country could be destroyed by civil war. Henry VIII wants to annul his marriage of twenty years and marry Anne Boleyn. The Pope and most of Europe oppose him. Into this impasse steps Thomas Cromwell: a wholly original man, a charmer, and a bully, both idealist and opportunist, astute in reading people, and implacable in his ambition. But Henry is volatile: one day tender, one day murderous. Cromwell helps him break the opposition, but what will be the price of his triumph?"
449,Calendar Girls,"38,400",https://flixpatrol.com//title/calendar-girls-2003/,Movie,09/02/2003,Comedy,[],Members of a Yorkshire branch of the Women's Institute cause controversy when they pose nude for a charity calendar.
450,Hotel Rwanda,"37,600",https://flixpatrol.com//title/hotel-rwanda/,Movie,12/22/2004,Drama,[],"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives."
451,The Book Thief,"37,500",https://flixpatrol.com//title/the-book-thief/,Movie,11/08/2013,Drama,"['google', 'hbo', 'itunes']","While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents."
452,The Man in the High Castle,"35,500",https://flixpatrol.com//title/the-man-in-the-high-castle/,TV Show,01/15/2015,ScienceFiction,['prime'],"Based on Philip K. Dick's award-winning novel, The Man in the High Castle explores what it would be like if the Allied Powers had lost WWII, and Japan and Germany ruled the United States."
453,Death Comes to Pemberley,"34,200",https://flixpatrol.com//title/death-comes-to-pemberley/,TV Show,12/26/2013,Crime,[],"Adaptation of PD James's bestselling homage to Pride and Prejudice. Elizabeth and Darcy, now six years married, are preparing for their annual ball when festivities are brought to an abrupt halt."
454,Monster,"33,800",https://flixpatrol.com//title/monster/,Movie,11/16/2003,Drama,"['hbo', 'netflix']","Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer. The film, based on a true story, centers more on the surrounding circumstances than on the murders."
455,Still Alice,"33,400",https://flixpatrol.com//title/still-alice/,Movie,12/05/2014,Drama,['itunes'],"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested."
456,The Night Of,"32,000",https://flixpatrol.com//title/the-night-of/,TV Show,07/10/2016,Crime,[],"After a night of partying with a female stranger, a man wakes up to find her stabbed to death and is charged with her murder."
457,Mozart in the Jungle,"32,000",https://flixpatrol.com//title/mozart-in-the-jungle/,TV Show,02/06/2014,Drama,[],"In the tradition of Anthony Bourdain's ""Kitchen Confidential"" and Gelsey Kirkland's ""Dancing on my Grave"" comes an insider’s look into the secret world of classical musicians.  From her debut recital at Carnegie Recital Hall to the Broadway pits of ""Les Miserables"" and ""Miss Saigon,"" Blair Tindall has played with some of the biggest names in classical music for twenty-five years. Now in ""Mozart in the Jungle,"" Tindall exposes the scandalous rock and roll lifestyles of the musicians, conductors, and administrators who inhabit the insular world of classical music."
458,Frost/Nixon,"32,000",https://flixpatrol.com//title/frostnixon/,Movie,10/15/2008,Drama,['itunes'],"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted."
459,The Theory of Everything,"32,000",https://flixpatrol.com//title/the-theory-of-everything/,Movie,11/26/2014,Drama,"['itunes', 'netflix']",A look at the relationship between the famous physicist Stephen Hawking and his wife.
460,The Talented Mr. Ripley,"32,000",https://flixpatrol.com//title/the-talented-mr-ripley/,Movie,12/25/1999,Serialkiller,"['hbo', 'itunes', 'netflix']","Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder."
461,Chicago,"32,000",https://flixpatrol.com//title/chicago/,Movie,12/26/2002,Music,['itunes'],Murderesses Velma Kelly (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.
462,Straw Dogs,"32,000",https://flixpatrol.com//title/straw-dogs/,Movie,12/29/1971,12/29/1971,['itunes'],A young American and his English wife come to rural England and face increasingly vicious local harassment.
463,All the President's Men,"32,000",https://flixpatrol.com//title/all-the-presidents-men/,Movie,04/04/1976,Thriller,"['google', 'itunes']","In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself."
464,Gone Baby Gone,"32,000",https://flixpatrol.com//title/gone-baby-gone/,Movie,10/19/2007,Crime,"['hbo', 'itunes', 'netflix']","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally. Based on the Dennis Lehane novel."
465,Best Exotic Marigold Hotel,"32,000",https://flixpatrol.com//franchise/best-exotic-marigold-hotel/,Franchise,2011 – 2015,2011–2015,[],"STARRING
Maggie Smith, Judi Dench, Bill Nighy, Dev Patel, Richard Gere


DIRECTED BY
John Madden"
466,All the King's Men,"30,000",https://flixpatrol.com//title/all-the-kings-men/,Movie,09/10/2006,09/10/2006,['itunes'],The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.
